questionID,sentence,ChatGPT4_label,label,correct
267,"A week after he graduated, his dad made him leave because of the same issues.",,,
267,"All four parents tried to talk to him, and he just refuses help all around.",,,
267,He is now living with his grandparents.,,,
267,"He had a job, and took steps to get his license and an insured vehicle.",,,
267,"I thought he was heading down the right road, and then he tells me he quit his job because he didn¡¯t like it.",,,
267,I just don¡¯t know what to do.,,,
268,She cried because she lost all trust in me.,,,
268,"Now I feel disgusting and like my heart just got stabbed, what do I do?",,,
269,My son stole my debit card and lied about it.,,,
269,It's not the first time he has lied.,,,
269,I don't know what to do anymore.,,,
269,I don't know if I should punish him or make him do something.,,,
269,I've tried talking to him and asking if anything was wrong.,,,
269,"I have grounded him, but nothing works.",,,
269,What should I do?,,,
270,I'm concerned about My 12 year old daughter.,,,
270,"About a month or two ago she started walking on her toes, as well as coloring and writing very messy.",,,
270,This all happened very suddenly.,,,
270,She has never walked on her tiptoes and has always colored and written very neatly.,,,
270,Is this something I should be concerned abou?,,,
270,Any advice will help.,,,
271,I have three children.,,,
271,The oldest is nine and not my biological child.,,,
271,The middle child is three and the youngest is one.,,,
271,I have a great relationship with the oldest two children but I haven't developed the same level of attatchment to the youngest child.,,,
271,I rarely want her around and look forward to her nap times.,,,
271,Is this normal?,,,
272,"She's in her early 20s, and she has a toddler.",,,
273,"My step nephew, a preteen, has begun masturbating.",,,
273,I also had to take away the internet because he was caught looking up porn.,,,
273,I¡¯m worried about him.,,,
274,"We have tried gentle talking, counting to calm her and talking about it, sending her to her room and then trying to talk when she¡¯s calmer, and now calisthenics.",,,
274,"However, nothing is working.",,,
275,I am in my 30s with 2 kids and no job and I'm behind on the bills.,,,
275,I've been trying everything with no results.,,,
275,I feel like everyone else puts their needs in front on mine.,,,
275,I give intil it hurts and I'm afraid that I'm going to fail my babies    I've been struggling for 5 yrs in a relationship with no communication and no alone time.,,,
275,How can I get some support?,,,
276,My daughter was overly tired and throwing a fit at her grandparent's house.,,,
276,She wanted to come home at midnight and cried screamed said she said she hated her grandma and that she wanted to kill herself!,,,
276,We also have a new baby in the house i didn't know if this would contribute to this.,,,
276,How should I approach this?,,,
277,The birth mother attempted suicide several times while pregnant.,,,
277,The adopted mother was terminally ill upon adopting the baby and died when the child was just over one year old.,,,
277,"The adopted father then remarried to a physically, psychologically, and emotionally abusive woman.",,,
277,The child was placed in foster care at 11 years old.,,,
277,What might be the long term effects on an adult with this childhood history?,,,
278,My grandson's step-mother sends him to school with a pink Barbie backpack as a form of punishment.,,,
279,I want to live with my mom.,,,
279,My dad gets angry and makes me feel like everything is my fault.,,,
279,I still talk to my mom although My dad tells me that I'm no allowed to.,,,
279,I'm scared I will make the wrong decision and that my dad will hate me.,,,
279,How do I tell him that I want to live with my mom?,,,
280,"I have three children: a biological daughter, a stepdaughter, and a stepson.",,,
280,I found out my stepdaughter overdosed today.,,,
280,My daughter blames me.,,,
280,I told her to stay out of it.,,,
280,I'm scared of all three kids now.,,,
280,They all blame me for their choices they made.,,,
280,All three have drug addictions.,,,
280,I had a stroke in 2013 so I need to depend on people from now on.,,,
281,She refuses to talk to me and told my mom (her grand mother) that she is remembering things from the past.,,,
281,I don't know what to do.,,,
281,My daughter blames me and swears she hates me.,,,
281,"My parents say I should just let my daughter live with her dad, but I don't see how I could fix things if I only see her every other weekend.",,,
281,What should I do?,,,
282,"She's a teenager, and for the last two years, she's lived with her older brother.",,,
282,"She's angry because she wants to come live with me, but my current living situation is not the best for her.",,,
282,She refuses to see any reason.,,,
282,She's being disrespectful.,,,
282,Her sexual curiosity is waking up.,,,
284,My husband¡¯s ex-wife married a man who was charged with seven felony counts of pandering involving a minor.,,,
284,"He, by his own admission, is addicted to child pornography.",,,
284,My step-daughters are now all teenagers.,,,
284,They do not know.,,,
284,My husband¡¯s ex-wife has kept this information from my step-daughters.,,,
284,The step-father has had issues regarding his pornography addiction recently.,,,
284,The ex-wife minimizes it by saying that he has "repented.",,,
284,"It is a constant strain on my husband, knowing that his girls are living with a man who is addicted to child pornography.",,,
284,My own therapist believes the girls should be told.,,,
284,The ex-wife says her therapist says the opposite.,,,
285,Her father and I have been dealing with this problem for quite some time now.,,,
285,"She is an adolescent, and the problem is mostly food.",,,
285,"She is now overweight, and we just don't know what to do anymore.",,,
285,She can be disrespectful and doesn't listen to or respect what we say.,,,
287,Me and my adult daughter just do not get along.,,,
287,She's very belittling to me when I don't agree with her.,,,
287,It's almost like she scolds me.,,,
287,We get into all out war.,,,
287,She's said I don't support her in what she does and that I've never loved her.,,,
287,"She calls me horrible names, and she pushes my buttons to the point I call her names.",,,
288,We are the legal guardianship of our grandson.,,,
288,"He has been acting out, and he wants to talk to his mom that has not talked to him since before last year.",,,
288,How are we to handle this?,,,
289,I am divorced and happily remarried.,,,
289,Our blended family of children are in their 20s.,,,
289,"My youngest, age 20, continues to call me crazy and favors her dad.",,,
289,"He was abusive to me, and I left with injuries.",,,
289,"He never wanted kids, and I did.",,,
289,He paid child support only through forced wage earners.,,,
289,Now my daughters favor him after all the sacrifices I made for them the past 15 years as a single mom.,,,
289,"I don¡¯t deny them a relationship with their dad, but to be called crazy and then watch them hang out with him hurts me to the very core.",,,
289,I¡¯m not sure how to handle this.,,,
290,We live with my ex-partner¡¯s sister and her husband.,,,
290,We have been there for five years now.,,,
290,They are Hispanic and talk to my daughter in their language.,,,
290,Sometimes they overstep their balance between aunt and uncle and reach into my role as a parent.,,,
290,They neglect to see this.,,,
290,"I do, and it reflects in my child's behavior.",,,
290,"She sees them as stable but is upset that her dad isn't here, and my intuition tells me she blames me to a degree because she doesn't know about his alcohol addictions.",,,
291,My brother just broke up with his girlfriend.,,,
291,"While they were dating for the past two years, her son spent the weekends with me and my mother.",,,
291,Now she doesn't think her son should have any interaction with us.,,,
291,How should we approach the situation?,,,
291,Is she doing the right thing for her child?,,,
292,My mother-in-law is mentally ill. She has been for most of her life.,,,
292,She cuts herself.,,,
292,She has been in and out of psychiatric hospitals for about 40 years.,,,
292,She has voices in her head that tell her to cut herself.,,,
292,"She has had multiple shock therapy treatments, and she¡¯s on enough medication to take down an elephant.",,,
292,Her parental rights for her two children were taken away from her when my husband was a boy¡ªhe is now in his late 30s.,,,
292,She doesn¡¯t even have custody of herself.,,,
292,"She hasn¡¯t asked yet, but she has been insinuating that she wants to babysit my child.",,,
292,How do I go about saying no without creating an issue?,,,
293,My daughter didn't see her biological father for the last three years.,,,
293,She doesn¡¯t want to see him because she remember really bad things from him such as domestic violence and child abuse.,,,
293,"The visitation is with supervision, but she refuses to see him.",,,
293,Is it better to take my daughter to the therapist and try to see him after the therapy?,,,
294,My fianc¨¦ and I have been in a relationship for two years.,,,
294,We have an infant son.,,,
294,My fianc¨¦ also has a child from a previous relationship.,,,
294,We do not live together.,,,
294,"I live with my mother currently while I get on my feet, and he's living with some friends.",,,
294,My mother and I have an awful relationship that is completely unbearable most of the time.,,,
294,We cannot even stand to be around one another while living in the same house.,,,
294,She has made it clear that she wants me gone.,,,
294,"Recently, I was talking to my father who lives in a different state.",,,
294,My father and I have always had a good relationship.,,,
294,"I explained to him the situation I am in with my mother, and he said he would like for me, my fianc¨¦, and our son to come live with him and his wife.",,,
294,I would really love to go.,,,
294,I do not want my son to be in this environment with constant arguing and negativity any longer.,,,
294,There is nowhere else for me to stay while remaining in this state.,,,
294,The problem is my fianc¨¦ is refusing to move away with me because he does not want to leave behind his other child.,,,
294,"He and his child's mother have a horrible relationship, and she would absolutely not be willing to let him visit if we moved away.",,,
294,"I believe I would be doing what is best for my child by moving away, but I do not want to leave without my fianc¨¦.",,,
294,"I have already explained the situation to him, and he will not give in.",,,
294,Do I continue to stay in this negative environment with my child and keep our family together?,,,
294,Do I move away with my child and have my relationship end?,,,
294,I do not want to take him out of either of his kids¡¯ lives.,,,
294,What do I do?,,,
295,"Just wondering if this is a deviant act, and if I should be concerned for him.",,,
295,He isn¡¯t quite 10.,,,
296,My boyfriend has a child he gets every other weekend.,,,
296,He goes to see her twice a week or more.,,,
296,"Every time she leaves, he gets into these funks like when his mom died.",,,
296,"When she¡¯s here, she¡¯s disrespectful, and his answer is ¡°Well, I don¡¯t know what to tell you.¡± She swears and talks back, and he laughs.",,,
296,"He and her mom have been apart for three years, and he blames her behavior on that and her being so young.",,,
296,We never have adult time when she¡¯s not here.,,,
296,"She¡¯s the ""golden child,"" and he won¡¯t listen to anyone.",,,
297,My ex-husband told my two adolescents that Santa doesn't exist on the day before Christmas.,,,
297,"They are desperate to hold on to the magic of Christmas, but I don't know if it's right for me to lie to them and tell them that Santa is real.",,,
297,"I don't want to let them down and make them lose out on those memories, but I also don't want to lose their trust.",,,
298,"For the last year, my adolescent son and daughter have been driving me nuts with fighting.",,,
298,I'm at my wits end.,,,
298,How can I get them to stop and get along?,,,
299,My toddler is having a real hard time with toilet training.,,,
299,He almost throws up every time he sees his poop.,,,
299,He gags and will not go on the toilet.,,,
299,"We have tried a toilet chair and ring that goes on the big-boy toilet, but he refuses to use it.",,,
299,"When he sits on the toilet, he just sits there forever and only will pee.",,,
299,He holds the poop in until he get up and then will poop in his diaper.,,,
299,I dump his diaper in the toilet and let him know that it is where it goes to try to encourage him.,,,
299,How can I help him get over this fear and passed the stress?,,,
300,I¡¯m a senior high school student.,,,
300,I¡¯m also five months pregnant.,,,
300,I got pregnant by my boyfriend of three years.,,,
300,My parents don¡¯t want us to communicate with each other.,,,
300,He can¡¯t even come to visit my gynecologist.,,,
300,My mom goes to attend all of my doctor¡¯s appointments.,,,
300,She¡¯s supportive of me.,,,
300,"I wish, though, that my boyfriend was next to me and be able to see his daughter on a sonogram, at the very least.",,,
300,My family does not understand that he deserves that much.,,,
300,I cry all the time because I feel lost and hopeless.,,,
300,I need guidance and I believe that you can give it to me.,,,
300,Am I wrong for wanting him around?,,,
300,Are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents?,,,
300,I do everything that they ask of me.,,,
300,I just want him to be around.,,,
300,"When I ask my parents to let him be here, they call me a selfish person.",,,
300,Please help me.,,,
301,"Tonight, my husband seemed to put our son down through an incorrect approach.",,,
301,His approach was perfectly wrong.,,,
301,I found myself defending my son.,,,
301,I told him that what he did was not the way to encourage our son.,,,
301,"Instead of watching my husband¡¯s harsh behavior I decided to sit beside my son and, together, we worked on his science assignment in order to encourage him to study.",,,
301,My husband got upset and he was swearing at me.,,,
301,He threatened me.,,,
301,I knew that he was not joking.,,,
301,His words scared me a lot!,,,
302,She was raised by her abusive father and his wife.,,,
302,30 years ago I shot and killed my rapist and was convicted in Louisiana.,,,
302,I lost custody of my daughter and served 5 years.,,,
302,"When I was released, she was 5 and didn't remember me.",,,
302,"Many many sad memories came from my having to leave her visit after visit, having to leave her in Texas to travel back to Louisiana.",,,
302,She doesn't remember that.,,,
302,I do.,,,
302,"Over the years, I thought we had developed a close mother daughter relationship.",,,
302,She gave me good reason to doubt that on several occasions but especially last year.,,,
302,I have been cruel to her verbally and to my son who I met years after giving him up for adoption.,,,
302,"Last night, I was angry at the world and afraid of God.",,,
302,I drank and cussed out a maintenance worker for not doing his job 4 months running.,,,
302,Now I'm not only feeling guilty for that but afraid of being evicted now.,,,
302,Help.,,,
303,I regret ever hurting her and they mean the world to me.,,,
303,But it feels like nothing I do seem to work.,,,
303,I'll always love them no matter what and when I'm with them nothing else matters.,,,
303,I love them more then anything.,,,
303,I don't want another guy raising my kids.,,,
304,"What makes my step child, an 8 year old boy, choke my daughter, a 6 year old girl?",,,
304,This has been going on for 4 years.,,,
304,The boy tells my daughter not to tell on him.,,,
304,"He knows it's wrong; we have did time out, spanking, taking away toys, and sitting on the wall.",,,
304,I am afraid for my daughters safety!,,,
305,I have been in a relationship with my boyfriend for about six years now.,,,
305,"In the past, our relationship was difficult and frustrating.",,,
305,"We argued a lot, and due to that, there was a lot of tension between us.",,,
305,We stayed together because we love each other and wanted to make it work.,,,
305,"I used to party a lot, and several times I got into situations where I would end up kissing someone else.",,,
305,These situations were never more than just kissing.,,,
305,"I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me.",,,
305,"I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me.",,,
305,I can't seem to forgive myself.,,,
305,I'm overwhelmed with feelings of guilt and unworthiness.,,,
306,I feel like I hate myself physically and emotionally sometimes.,,,
306,How can I start accepting myself and be more confident?,,,
307,I'm always told I'm not good enough or trying hard enough.,,,
307,I put 100% in to every thing.,,,
307,"I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise.",,,
307,I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from.,,,
307,Somehow it's still not good enough and nothing I do works.,,,
307,"Nothing has changed, and I feel hopeless.",,,
307,Any suggestions or ideas?,,,
308,It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times.,,,
308,"I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up.",,,
308,"I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic.",,,
308,My father cheated on my mother when I was little.,,,
308,I wonder if this pain has to do with that.,,,
308,"My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal.",,,
308,I'm not sure what to feel to get over it: forgiveness?,,,
308,Hate?,,,
308,"He helped me financially after our break up by lending me $3000, so I'm grateful for that.",,,
308,I still hate him for what he did and still want him to like me although we're not even talking anymore.,,,
308,We follow each other on Instagram and that's it.,,,
308,I feel like I still need his validation.,,,
308,This is haunting me day and night.,,,
308,"I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook.",,,
308,I feel so bad and keep having nightmares.,,,
309,"I feel like every time I do something someone asks me to, I never fully meet what they want.",,,
309,"I feel that when I finish it, they always think that they should have picked someone else to do it.",,,
309,I feel like they just want nothing to do with me.,,,
310,I'm a male in my 20s.,,,
310,My girlfriend is in her late 30s.,,,
310,She's great.,,,
310,"She's funny and smart, she has a big heart, and we have an excellent sex life.",,,
310,She recently moved in with me partially because she wanted to and partially because she had no place to go.,,,
310,We fight a lot.,,,
310,"It¡¯s mostly my fault, I must admit.",,,
310,She doesn't like my insecurity and lack of trust I have for her.,,,
310,I have trust issues.,,,
310,"Also, I can't fathom why a woman like her is with me, so I'm always dreading when a better dude will come along.",,,
310,I don't think she's happy.,,,
310,"She's very submissive and she loves me very much, but also the fact that she has nowhere to go must be influencing her decision to stay.",,,
310,"I love her so much, but my jealousy is not likely to diminish.",,,
310,"I never believed in the whole ""If you love them, let them go,"" but I do now.",,,
310,I really want her to be happy.,,,
310,Should I end it with her?,,,
310,She has no place to go so I feel like I can¡¯t break up with her.,,,
310,I¡¯m literally trapped.,,,
311,My grandma had a stroke and passed away recently.,,,
311,I lost my home and job.,,,
311,I'm looking but haven't found a job.,,,
311,I've been binge watching television and binge eating.,,,
313,All my friends have either hooked up or had a girlfriend but me.,,,
313,"I try to be happy for them, but I get really upset every time they hook up.",,,
314,I've always thought that there wasn't much good out there for me.,,,
314,"Now that things are actually going well, it kind of scares me.",,,
314,I spent most of my life feeling unwanted and figured I would be alone.,,,
314,"I recently met a great woman who seems to really like me, and I don't know how to process this.",,,
314,It's bothering both of us.,,,
315,"About 3 years ago or so I was skinny, but I was still ugly.",,,
315,I really do want to change that but I've tried 3 times.,,,
315,Now can I try but don't stop.,,,
315,At school I get bullied about my weight and my ugliness and I have been bullied my whole life that I believe them.,,,
315,How can I stop thinking about them and don't let it get in my head?,,,
315,"My parents said I don't weight that much but, they do think I am fat but, they tell me I am not.",,,
315,"I told my parents that I need to go to a therapist, but they think I am fine and I think they don't want to deal with it.",,,
316,I feel as though I'm suffering severe abandonment issues stemming from childhood.,,,
316,"I convince myself I'm not worthy of happiness, and I¡¯m always afraid I'm doing something wrong.",,,
316,"It's as if I create little scenarios in my mind, and I start to believe them.",,,
317,"For the past year, I have been feeling pressured to do well in school, and it put a ton of stress on me.",,,
317,"I have been bullied for five years, and for some reason, it is now sinking in, and I can't stop it.",,,
317,"For some other reason, I can't find a hobby I can see myself doing without thinking bad about myself.",,,
318,"I'm a teenage girl, and I feel very bad about my weight.",,,
318,I don't know how to make it stop.,,,
321,What am I doing wrong?,,,
321,My wife and I are fighting all the time.,,,
321,What can I do?,,,
321,"We don't agree on anything and she usually jumps to conclusions, which are usually wrong on how I feel.",,,
321,"She is very family-oriented while all of my family left me on my butt, abused, ignored and messed up with me mentally.",,,
321,I'm not a family-oriented person.,,,
321,I only have two people in my life - my best friend and my wife.,,,
321,My mother forced my father out of my life so I do not know who he really is.,,,
321,We've gotten in contact but he just makes comments on how much I look like her when in fact I look more like him.,,,
321,This makes me mad because I don't want to look like my mother.,,,
321,I hate her.,,,
321,"All that she did was bring me down and make me homeless, which she was successful at.",,,
321,I need guidance in my life.,,,
321,I don't want to lose my wife but we need to have a space because we usually hit each other and it's not healthy.,,,
321,I'm dying to make our relationship healthy.,,,
321,I've never wanted anything more than this.,,,
321,Please help me.,,,
321,I need your advice.,,,
322,I am becoming a Water Safety Instructor but I didn't have enough for a proper swimsuit.,,,
322,I was told by a boy in class that my top was displaying everything.,,,
322,I was very embarrassed.,,,
323,On the first day of school I wore a bra that was too big so that it would look like I had bigger boobs.,,,
323,I did that the whole school year and my parents never found out.,,,
323,But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest.,,,
323,How do I fix this?,,,
325,I always need alcohol to feel better and use that as a excuse.,,,
326,"I feel like I'm ugly, stupid, useless, and that I can't make anyone happy.",,,
327,I hate everything I see in the mirror.,,,
327,I don't like being in pictures and always scribble out my face.,,,
327,It's stressing me out.,,,
327,I don't trust my parents enough to tell them and I don't know what to do.,,,
328,"Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough.",,,
328,"Even when I am walking, I worry about my appearance and facial expression and such.",,,
330,My roommate has had a drinking problem for a while.,,,
330,"She goes out, gets trashed, and then expects everyone to take care of her.",,,
330,"The next morning, she apologizes constantly until she feels validated.",,,
330,She also thinks everyone hates her all the time.,,,
330,"If I don't seem anything other than happy, she asks me ""Do you hate me?",,,
330,You hate me.,,,
330,"Tell me you love me,"" and I feel like I have to pity her because she has also been suicidal before.",,,
332,"I always feel the need to impress people, whether it's my family, the people at school, or just random people.",,,
332,"I know that no matter what I do or how I change, there will always be some people who hate me.",,,
332,Why do I feel this way?,,,
333,"I feel like I was born in the wrong body I feel like I should be a girl not a boy
 Ever since I was young, I have wanted to be a girl.",,,
333,I felt like what I was wasn¡¯t me.,,,
333,I want to know what I can do about it.,,,
333,My family is against transgender people and don't want anything to do with them.,,,
333,I want to be ¡°me.¡± I feel as if I'll be happy then.,,,
333,"I don't look in mirrors, and I don't like my reflection.",,,
333,"Recently, I have been taking things to help even though they were not prescribed.",,,
333,I know I should have this handled by a professional.,,,
334,I am in my mid 30s.,,,
334,I feel I have used only 5% of my potential.,,,
334,"I am in film making, but everything is stuck.",,,
334,I've never had a serious relationship.,,,
334,I had worthless jobs.,,,
334,I do a lot of meditation to try to fix it.,,,
335,Something happened this summer that I cannot forgive myself for.,,,
335,"When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",,,
336,I constantly feel like everyone is up against me and trying their best to shut me down.,,,
336,It's ruining my mood and even my whole self.,,,
336,"I have trouble sleeping, and I keep having sleep paralysis while dreaming of others mocking and judging me.",,,
337,I feel like I'm trying to convince myself that I'm okay when I'm not.,,,
337,I'm always blocking out the bad things and forgetting.,,,
337,I also feel like nobody cares for me and they never will.,,,
337,I feel truly alone.,,,
338,I feel so irritated and frustrated because of it.,,,
338,I get so angry to the point that I feel like I'm going to explode.,,,
338,"I feel pathetic, stupid, and worthless.",,,
338,I just can't take this anymore.,,,
339,I've been with the mother of my child for years.,,,
340,"When I'm not cutting, I'm drinking.",,,
340,"When I try healthy outlets such as exercise, I end up running myself down into an asthma attack.",,,
340,"From weapons, to words, I can't help but self harm.",,,
340,"What am I supposed to do, how do I stop this cycle?",,,
340,I don't know how else to cope or motivate myself without pain.,,,
341,"I'm in my late 20s, and I've never had a boyfriend or even been on a date.",,,
341,I have no friends.,,,
341,I hate Facebook because everyone else has kids and a great husband and great paying jobs.,,,
341,"I work in retail, and I can't find a job.",,,
341,I have an Associate degree.,,,
341,"No one is not giving me a chance, and I'm getting upset and frustrated.",,,
341,I feel worthless and feel like everyone hates me.,,,
341,"I feel like a failure, and I still live with my Dad.",,,
341,It's very embarrassing!,,,
343,I'm in my early 20s.,,,
343,"I¡¯ve been married once, and he cheated on me.",,,
343,"Ever since then, I've felt ugly no matter what.",,,
343,"I'm engaged, and I still feel ugly.",,,
343,I don't like to take pictures of myself.,,,
344,I'm scared that I am with this man so I won't be alone.,,,
344,"He should be with somebody who deserves him if this is the case, and I don¡¯t want to hurt him.",,,
345,I like getting attention from men.,,,
345,I don't have sex.,,,
345,I lead them on to thinking I might want to.,,,
345,"I like to tease, I like for men to chase me, and I like to feel wanted.",,,
346,Everyone around me is much smarter and flaunts it.,,,
346,"Everyone around me is skinny, and here I am trying to throw up so I'm not fat.",,,
346,"Everything I do is wrong, and I can't seem to do anything right!",,,
346,No one else at school seems to feel the way I do!,,,
346,Is this normal teenage girls feelings?,,,
346,I don't think these feelings are normal.,,,
347,"I was raped by multiple men, and now I can't stand the sight of myself.",,,
347,I wear lingerie to get my self excited enough to have sex with my wife.,,,
348,I found messages between my boyfriend and this girl on social media.,,,
348,"He was asking her for naked pictures and then hung out with her once, but nothing happened.",,,
348,I didn¡¯t find out about the messages until last month and that was six months after it happened.,,,
348,I can¡¯t trust him anymore and I'm just wondering if I ever will.,,,
348,He admitted that he wanted to have sex with her but he didn't.,,,
348,He was only talking with her because he thought we were going to have a break up.,,,
348,My heart is completely broken.,,,
348,I feel like I'm in competition with every girl on the planet for my boyfriend¡¯s affection.,,,
348,"I'm afraid that he doesn't like me anymore, but without me he's homeless and without a car.",,,
348,I love him so much.,,,
348,It's been tearing me apart.,,,
348,I don't feel pretty anymore though.,,,
348,I don't feel good enough for anyone or anything.,,,
348,I thought I knew him as well as I knew myself.,,,
348,Then all of a sudden my world was flipped upside down.,,,
348,I'm still trying to figure out which way is up.,,,
349,I'm going through a majorly bad divorce and my wife is making things so impossible for me.,,,
349,I need help.,,,
350,About 5 months ago my ex left without fully explaining why.,,,
350,For me it seemed out of the blue.,,,
350,"I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my childhood not even my family.",,,
350,I'm so terrified of being judged or dismissed.,,,
350,"Instead of acting like someone else or putting on a mask of a personality, I've just shut down.",,,
350,I haven't felt that sense of comfort and happiness with myself since everything fell apart.,,,
350,I'm scared to because I don't want it to be taken away from me again.,,,
350,I feel like ever lesson I learn only last a day.,,,
350,I just don't know what to do.,,,
350,I'm working at a place I know I should enjoy.,,,
350,"I'm keeping up with my creative passions: working out, eating healthy, etc.",,,
350,"I'm doing everything the books say I should do, but I don't feel any different.",,,
350,I just don't know what to do.,,,
351,I feel like I have to be promiscuous in order to keep people around?,,,
351,It started after I got raped by my ex-boyfriend.,,,
352,"I keep hearing I am attractive from people around me, and I think I believe it.",,,
352,But I have low confidence regarding approaching girls I like.,,,
353,A few nights ago I talked to this girl I know about my self esteem issues for the first time.,,,
353,We talked for hours and she told me time and again that I was a great guy.,,,
353,"She told me I was attractive, and have a great personality, etc.",,,
353,I really started to feel better about myself by the time I woke up the next morning.,,,
353,"Now, though, I can't stop thinking about her, but I leave to go back to college in a few days and I go to school 4 hours away from her.",,,
353,So now I feel constantly depressed because even if I told her how I felt it wouldn't matter.,,,
353,I feel helpless and I don't know what to do.,,,
354,How do I decide if I should end my relationship with my boyfriend?,,,
355,I'm obsessing about a terrible breakup.,,,
355,Everything is a constant reminder.,,,
355,How do I move on?,,,
356,"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before.",,,
356,"I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him.",,,
356,I can't discuss this with anybody in my life because the conditions surrounding our love are considered "wrong" by a lot of people.,,,
356,How can I get myself to just move on?,,,
357,"Our relationship ended about 7 years ago, but don't know how to let go.",,,
357,How can I get over that person and move on?,,,
358,My wife just last week said she wants a divorce and it's all sudden.,,,
358,I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce.,,,
358,Should I fight for my family (daughter and wife)?,,,
359,We've been seeing each other for six years.,,,
359,"She has a teenage daughter, and she don't want to break the family up.",,,
360,"He had a sexual relationship with his sister and kept it from me for years, I confronted about it and he finally told me what happened.",,,
360,But I dont think he is telling me the whole story.,,,
360,He works with her and sees her every day.,,,
360,"I feel that I shouldn't stay with him , but he says he ended it long time ago.",,,
360,Should I trust my husband and stay with him?,,,
361,My husband and I are separated and he doesn't even want to talk to me.,,,
361,"He says he doesn't love me anymore, but I would do anything to get him back.",,,
361,Is there any hope?,,,
362,"A year ago, the love of my life left me and never looked back.",,,
362,Our son was two months old at the time and it broke my heart.,,,
362,I miss her so much and can't seem to get over being so heartbroken.,,,
363,I Googled ¡°chronic lying¡± and found several websites describing what behaviors both he and I have been experiencing.,,,
363,"Both of us agree we have an uncanny, unbreakable bond.",,,
363,"He¡¯s been unfaithful many times, while he remains my only intimate mate.",,,
363,How can I learn to detach from him as he is not going to change?,,,
364,I got married in 2014.,,,
364,I have a two year old son.,,,
364,His mom and I decided to separate due to my infidelities.,,,
364,We've tried to reconcile our differences but it never works out.,,,
364,"Since we've been separated, I've dated someone, and we are expecting a baby girl.",,,
364,Is this something I should mention to my wife?,,,
364,"The current woman whom I'm dating has been telling me for months to break up with her, but it's hard because I actually love her.",,,
365,"I got engaged, and everything was going well.",,,
365,"Things went downhill at some point, and I broke off the engagement due to an opportunity to go to college.",,,
365,"After that, I found out she had been cheating on me.",,,
365,"I think about her all the time now, and we have been communicating on and off, but my friends/family don't know.",,,
366,"He was in love with someone years ago, and he still thinks about her time to time.",,,
366,"He said, and I quote, ""That relationship is definitely over.",,,
366,"I love you, but that girl will always be in my mind.""",,,
366,It just didn't feel like he appreciated all the things I've done to make him happy.,,,
367,My spouse decided he no longer wanted me six years ago.,,,
367,Things have deteriorated so badly that we have separated but still live in the same house.,,,
367,"He says he despises the sight of me, wants to be with other women, and divorce.",,,
367,What I don't understand is that he says constantly that I have no feelings for him and gets absurdly jealous if I speak to another male.,,,
367,Why does he constantly do these behaviors?,,,
367,I might add he has been diagnosed with borderline personality disorder and as a narcissist.,,,
368,My husband and I are separated.,,,
368,He says he needs some time apart.,,,
368,He says he needs to get back the ¡°in love¡± part of a relationship but doesn¡¯t want to lose me.,,,
368,Should I wait or start over new?,,,
369,I want a secure relationship with someone that wants to be with me and who will actually put effort into it.,,,
369,I seem to gravitate toward unavailable men and those that want intimacy and no relationship.,,,
369,I let men dictate and control me because they accuse me of being controlling.,,,
369,I let men emotionally abuse me and I am at their beck and call.,,,
369,I am not comfortable being alone or doing anything by myself.,,,
369,I feel I need the security of someone being around just to survive.,,,
369,I know what I'm doing wrong and I do it anyway just hoping things will change.,,,
369,How do I stop this behavior and thought process?,,,
370,"After my fianc¨¦ cheated on me because of a miscommunication, I pulled myself away from him.",,,
370,Now he says all he wants is be with me.,,,
370,I'm pushing him away mentally now because he cheated on me again.,,,
370,I make plans with him that I don't keep.,,,
370,I really do love him still and I care about him.,,,
370,Should I give home one more chance?,,,
371,I recently went through a divorce.,,,
371,My ex-husband called my sister saying bad things about me.,,,
371,My sister never defended me.,,,
371,"Now that I showed the truth, she's shutting me up and saying she doesn't care about the fight.",,,
371,Why didn't she convey that to him from the beginning?,,,
372,"She said she needed space after three days of dating, and she got a boyfriend a week later.",,,
372,"I still really miss her, and she told me she still likes me.",,,
373,My ex-girlfriend says she's bored and wants to experience life single.,,,
